,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
15208,ALM03340F 3340 Ft Independence St,Bronx,1927,Multifamily Housing,Multifamily,100,147.4,554063.3,1390302.2,865.8,16217.966089617938
15213,Debron Realty Corp,Bronx,1931,Mixed Use Property,Other,100,153.3,343887.1,1277951.9,126.5,2296.5
15217,1250 Morrison Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,129.3,186190.0,512091.7,189.1,917.0
15218,1154 Stratford Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,159.6,1128516.7,888759.6,382.3,7431.9
15221,1104 Manor Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,159.8,4213313.1,1075202.0,355.8,7618.9
15222,1261 Merriam Avenue,Bronx,1930,Multifamily Housing,Multifamily,100,122.1,5828196.6,986544.6,393.1,8713.0
15223,1049 Grand Concourse,Bronx,1917,Multifamily Housing,Multifamily,100,177.3,209493.7,422505.6,326.9,5097.2
15224,1171 Sherman Avenue,Bronx,1922,Multifamily Housing,Multifamily,100,136.8,271346.9,540102.5,346.0,5349.4
15225,1075 Edison Avenue,Bronx,1930,Multifamily Housing,Multifamily,100,167.6,59393.3,475480.2,273.6,2051.9
15226,1100 Elder Ave,Bronx,1928,Multifamily Housing,Multifamily,100,111.2,3982526.9,890426.9,286.9,3755.2
15231,1400 Jesup Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,185.1,414764.5,869904.8,555.4,6977.8
15236,150 West 197th Street,Bronx,1928,Multifamily Housing,Multifamily,100,162.2,150736.7,428724.4,273.1,3801.8
15237,150 West Burnside Avenue,Bronx,1923,Multifamily Housing,Multifamily,100,142.3,5888537.5,1291871.8,422.2,16217.966089617938
15238,1380 White Plains Road,Bronx,1927,Multifamily Housing,Multifamily,100,126.5,2512221.7,633833.1,187.1,3685.9
15239,1721 Hobart Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,150.1,63240.0,365537.9,234.4,2073.6
15240,294 East 162nd Street,Bronx,2016,Multifamily Housing,Multifamily,100,13.6,24384312.42738699,604429.1,53.6,16217.966089617938
15242,12 E. Clarke Place,Bronx,2012,Multifamily Housing,Multifamily,100,125.2,4342411.2,1374227.1,347.0,4095.6
15244,1855 Bogart Avenue,Bronx,1929,Multifamily Housing,Multifamily,100,114.0,68248.5,283149.8,185.3,1942.7
15249,190 West Burnside Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,275.4,12561962.5,2707949.5,896.6,9599.1
15250,2094 Creston Avenue,Bronx,1920,Multifamily Housing,Multifamily,100,155.3,102260.6,370722.1,257.4,6185.0
15251,1745 Eastburn Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,141.7,3199329.7,423244.8,205.8,6048.4
15258,2515 Davidson Avenue,Bronx,1941,Multifamily Housing,Multifamily,100,101.8,286366.7,806944.2,329.5,5039.3
15260,2929 Briggs Avenue,Bronx,1959,Multifamily Housing,Multifamily,100,112.9,224906.5,427505.0,212.3,2933.0
15261,2693 Morris Avenue,Bronx,1922,Multifamily Housing,Multifamily,100,132.5,205145.2,611802.7,269.2,4242.8
15266,2755-61 Sedgwick Avenue,Bronx,1923,Multifamily Housing,Multifamily,100,35.8,309380.0,866095.5,89.8,4566.4
15267,2763-69 Sedgwick Avenue,Bronx,1923,Multifamily Housing,Multifamily,100,163.8,10066499.8,721268.4,595.8,10378.9
15268,306 East 171st Street,Bronx,1928,Multifamily Housing,Multifamily,100,157.9,7227774.5,1349899.8,498.2,11327.6
15271,Maria Lopez Plaza,Bronx,1983,Multifamily Housing,Multifamily,100,112.4,15963024.0,4360785.0,1217.2,24169.6
15272,Thessalonica Court,Bronx,1985,Multifamily Housing,Multifamily,100,100.2,10952569.5,3412685.2,870.8,16407.8
15302,850 Southern Boulevard,Bronx,1923,Multifamily Housing,Multifamily,100,105.3,136993.7,602454.1,247.7,4335.0
15305,654 East 224th Street,Bronx,1929,Multifamily Housing,Multifamily,100,42.3,82173.3,533273.1,49.5,3450.8
15306,975 East 181st Street,Bronx,1926,Multifamily Housing,Multifamily,100,83.2,320556.7,743051.0,153.4,4873.7
15307,823 East 147th Street,Bronx,1920,Multifamily Housing,Multifamily,100,122.4,106546.9,403743.7,180.9,2063.3
15308,660-666 Southern Boulevard,Bronx,1925,Multifamily Housing,Multifamily,100,130.7,176106.3,682752.2,282.2,5916.0
15310,941 Leggett Avenue,Bronx,1910,Multifamily Housing,Multifamily,100,143.2,211103.3,849308.8,331.3,4465.9
15311,963 Anderson Avenue,Bronx,1924,Multifamily Housing,Multifamily,100,209.9,309672.7,739321.1,516.3,5350.1
15316,St Barnabas High School,Bronx,1958,K-12 School,SpecialPurpose,100,177.1,172923.3,492620.0,816.5,16217.966089617938
15317,3100 Heath Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,141.7,293964.5,576466.1,377.8,4343.9
15318,PROGRESSIVE - 1041 Findlay Avenue,Bronx,1928,Multifamily Housing,Multifamily,95,105.5,6793624.4,1264577.4,467.9,16217.966089617938
15325,1776 Hoe Avenue,Bronx,1931,Hospital (General Medical & Surgical),Hospitality,100,819.6,36511751.5,6492012.4,2489.1,10743.5
15328,ABS- 2910 Exterior Street,Bronx,1927,Office,Office,100,56.2,1049266.7,1673460.9,197.5,16217.966089617938
15329,613 E 233 St Garage,Bronx,1993,Parking,Other,100,32.1,2149490.7,1873109.6,272.8,74.7
15330,3636 Waldo Ave,Bronx,1987,Office,Office,100,99.8,5609476.2,1931691.6,461.5,4063.4
15334,670 Barretto St: 670 Barretto Street,Bronx,1920,Multifamily Housing,Multifamily,100,126.0,196630.0,721135.2,213.6,3864.6
15342,1511 Fulton Avenue,Bronx,1931,Office,Office,100,15.8,790325.0,93574.1,49.9,16217.966089617938
15347,21 West 183rd Street,Bronx,1927,Multifamily Housing,Multifamily,100,92.7,550193.3,836912.2,100.1,16217.966089617938
15354,2555 Bainbridge Avenue,Bronx,1937,Multifamily Housing,Multifamily,100,111.8,3316387.0,530764.6,221.1,4735.7
15355,2564 Creston Avenue,Bronx,1918,Multifamily Housing,Multifamily,100,128.5,3448354.4,515952.8,226.9,4290.1
15382,155 West 162nd Street,Bronx,1926,Multifamily Housing,Multifamily,100,149.3,5332306.1,2264856.2,475.0,10866.1
15434,Edison Arms,Bronx,1991,Multifamily Housing,Multifamily,100,89.8,4282303.3,1120487.9,322.3,2998.2
15435,Rose Hill Apartments,Bronx,1986,Multifamily Housing,Multifamily,100,91.6,4075134.4,1548459.7,347.6,5838.4
15449,250 East 178th Street,Bronx,1936,Multifamily Housing,Multifamily,100,92.4,202287.9,926966.9,437.4,2993.0
15450,Cavallo: 1144 Lydig Ave,Bronx,1964,Multifamily Housing,Multifamily,100,113.7,159606.1,799685.8,379.5,2092.8
15454,1957 Bronxdale: 1957 Bronxdale Ave,Bronx,1929,Multifamily Housing,Multifamily,100,95.3,6277985.6,1374129.4,470.3,16217.966089617938
15474,1290 LAFAYETTE AVE,Bronx,1928,Multifamily Housing,Multifamily,100,117.4,180506.7,833367.4,394.6,16217.966089617938
15478,City Skyline: 2120 Tiebout Ave,Bronx,1927,Multifamily Housing,Multifamily,100,140.3,6779029.9,1290404.5,469.4,16217.966089617938
15489,19 Van Cortlandt Avenue East,Bronx,1932,Multifamily Housing,Multifamily,100,116.4,226827.3,585585.9,348.3,1890.5
15490,210 East 201st Street,Bronx,1936,Multifamily Housing,Multifamily,100,109.3,2486481.8,347500.8,161.5,2877.8
15491,221 East 201st Street,Bronx,1931,Multifamily Housing,Multifamily,100,111.9,2378017.8,354823.0,192.0,1918.0
15492,2966 Briggs Avenue,Bronx,1932,Multifamily Housing,Multifamily,100,111.9,3555229.0,550753.6,235.5,5791.3
15493,3001 Valentine Avenue,Bronx,1926,Multifamily Housing,Multifamily,100,118.6,2765130.5,517517.8,190.7,23635.0
15494,3010 Valentine Avenue,Bronx,1940,Multifamily Housing,Multifamily,100,167.3,4288300.1,555347.3,274.8,3439.2
15495,3013 Valentine Avenue,Bronx,1948,Multifamily Housing,Multifamily,100,134.4,4136891.2,604726.5,270.9,3672.2
15496,3565 Bruckner Boulevard,Bronx,1931,Multifamily Housing,Multifamily,100,121.1,178916.7,510013.0,274.4,3544.6
15497,3920 Bronx Boulevard,Bronx,1933,Multifamily Housing,Multifamily,100,109.3,184246.7,599047.2,316.1,3000.5
15498,4002-4004 Carpenter Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,120.3,201768.8,542840.0,308.8,4023.6
15499,4053-4055 Carpenter Avenue,Bronx,1922,Multifamily Housing,Multifamily,100,127.2,261828.1,578064.2,330.9,4548.3
15500,4305 Furman Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,147.2,155656.2,732519.1,280.0,3326.6
15508,1227 Webster Avenue,Bronx,2004,Retail Store,Retail,100,75.1,454521.2,761000.7,88.6,219.9
15510,2680 Heath Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,160.0,7236101.7,726463.8,445.9,4725.8
15511,2445 Walton Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,79.0,1355181.8,673108.7,129.0,5742.8
15512,150 W 179th Street,Bronx,1931,Multifamily Housing,Multifamily,100,137.2,3125593.8,472004.8,206.0,3390.3
15513,86 W 183rd Street,Bronx,1920,Multifamily Housing,Multifamily,100,46.5,287456.7,671571.9,72.1,16217.966089617938
15514,2350 Creston Avenue,Bronx,1920,Multifamily Housing,Multifamily,100,67.4,402809.1,628520.6,74.6,5362.0
15517,2058 Jerome Avenue,Bronx,2011,Multifamily Housing,Multifamily,100,251.5,967078.1,2152744.5,233.7,16217.966089617938
15521,1332 Metropolitan Avenue,Bronx,1962,Multifamily Housing,Multifamily,100,69.8,202348.0,199201.9,323.4,4816.9
15522,1100 Frankin Avenue,Bronx,2005,Multifamily Housing,Multifamily,100,151.1,7029888.5,1051602.5,462.5,5110.3
15524,2015 University Avenue,Bronx,1921,Multifamily Housing,Multifamily,100,97.1,4865446.8,880370.9,333.0,7645.1
15526,170 East Gunhill Road,Bronx,1927,Laboratory,Other,100,634.0,74848266.9,11625445.6,5178.6,2828.8
15527,2545 Sedgwick Avenue,Bronx,1964,Multifamily Housing,Multifamily,100,75.9,24384312.42738699,5407.0,405.2,4725.8
15528,3310 Palmer Avenue,Bronx,1999,Multifamily Housing,Multifamily,100,176.0,1103554.5,2638819.0,556.4,9818.2
15531,"131 Walnut Avenue, Bronx",Bronx,1912,Other,Other,100,128.0,1276981.3,4548462.6,453.0,16217.966089617938
15532,"901 Anderson Avenue, Bronx",Bronx,1970,Multifamily Housing,Multifamily,100,111.5,3093381.9,1170113.3,263.4,4480.2
15533,"759 East 138th Street, Bronx",Bronx,1905,Multifamily Housing,Multifamily,100,152.5,3665353.2,2378174.1,396.1,4938.6
15534,499 East 188th Street,Bronx,2012,Multifamily Housing,Multifamily,100,87.9,947657.0,832528.0,120.8,5055.6
15535,Park House,Bronx,2017,Multifamily Housing,Multifamily,100,55.9,4060080.0,2703288.3,444.6,16217.966089617938
15536,Lenniger Residences,Bronx,2011,Multifamily Housing,Multifamily,100,98.7,2424543.3,919595.3,206.7,1811.6
15537,The Sydelle,Bronx,2015,Multifamily Housing,Multifamily,100,101.6,3687563.8,1610672.8,332.3,606.5
15558,UALP: 2001 University Ave,Bronx,1998,Multifamily Housing,Multifamily,100,119.8,4599121.9,1393079.3,362.3,16217.966089617938
15559,168 St. Dev LP: 1109 Clay Avenue,Bronx,2004,Multifamily Housing,Multifamily,100,132.5,4265670.9,1145702.6,323.6,16217.966089617938
15560,G & M Realty I LLC: 1265 Morrison Avenue,Bronx,1930,Multifamily Housing,Multifamily,100,92.9,2601321.8,703885.3,197.8,2464.8
15561,G & M Realty I LLC: 1589-91 East 172 St,Bronx,1930,Multifamily Housing,Multifamily,100,51.3,962984.9,497235.1,93.3,3955.0
15562,G&M Properties II LP: 1167 Stratford Avenue,Bronx,1930,Multifamily Housing,Multifamily,100,86.0,3698170.2,556960.6,243.6,16217.966089617938
15563,19 East 213th Street,Bronx,1928,Multifamily Housing,Multifamily,100,107.3,4267717.5,706401.8,286.5,16217.966089617938
15604,212-Our Lady of Mount Carmel - Parent,Bronx,1931,Worship Facility,Other,100,11.3,136587.5,242607.7,27.8,16217.966089617938
15605,213-Our Lady of Mt Carmel - Church,Bronx,1931,Worship Facility,Other,100,37.9,24384312.42738699,5425836.0760790175,82.7,16217.966089617938
15606,213-Our Lady of Mt Carmel - Rectory,Bronx,1931,Residence Hall/Dormitory,Other,50,115.5,24384312.42738699,5425836.0760790175,47.6,16217.966089617938
15607,213-Our Lady of Mt. Carmel - School,Bronx,1931,Other - Education,Other,100,246.9,93900.0,1335235.6,510.6,16217.966089617938
15621,1141 Elder Avenue (S&A),Bronx,1928,Multifamily Housing,Multifamily,100,196.5,4870790.1,735381.7,321.0,16217.966089617938
15624,361 East 163rd Street (S&A),Bronx,1929,Multifamily Housing,Multifamily,100,234.3,432428.1,1077516.3,589.0,16217.966089617938
15629,1459 Wythe Place,Bronx,1929,Multifamily Housing,Multifamily,100,171.0,8921491.1,1296528.3,583.7,16217.966089617938
15649,Four Seasons: 2786 Bainbridge Ave,Bronx,1937,Multifamily Housing,Multifamily,100,78.4,3869922.5,608303.9,257.1,2850.1
15652,Hudsoncrest: 4320 Van Cortlandt Park East,Bronx,1958,Multifamily Housing,Multifamily,100,70.8,336286.7,1348973.0,618.6,4684.3
15658,Infinity: 2011 Holland Ave,Bronx,2007,Multifamily Housing,Multifamily,100,84.0,8630093.9,1978718.6,626.0,8618.5
15661,Express: 220 Miriam Street,Bronx,1923,Multifamily Housing,Multifamily,100,80.5,24384312.42738699,5425836.0760790175,341.5,6083.0
15663,Harlington: 3265 Bainbridge Ave,Bronx,1925,Multifamily Housing,Multifamily,100,69.9,144087.9,594128.6,291.4,4238.0
15666,Eli Scharf: 2914 Jerome Ave,Bronx,1935,Multifamily Housing,Multifamily,100,125.1,10492929.2,1649589.7,697.0,6632.9
15671,Danny Camaj: 3024 Kingsbridge Ave,Bronx,1926,Multifamily Housing,Multifamily,100,109.0,263516.7,846653.2,362.3,7649.1
15673,Elul: 1080 Leggett Ave,Bronx,1931,Non-Refrigerated Warehouse,Industrial,50,31.5,2290973.2,723977.3,183.0,16217.966089617938
15675,I Neuman: 3801 Hudson Manor Terrace,Bronx,1960,Multifamily Housing,Multifamily,100,83.6,755800.0,2304511.9,692.4,16217.966089617938
15751,M&&L: 18 E 199 St,Bronx,1927,Multifamily Housing,Multifamily,100,365.9615532989144,8214438.7,5425836.0760790175,3694.476402518561,16217.966089617938
15752,M&&L: 1849 Sedgwick Ave,Bronx,1963,Multifamily Housing,Multifamily,100,7.2,24384312.42738699,5425836.0760790175,98.9,16217.966089617938
15753,JK: 3940 Bronx Blvd,Bronx,1960,Multifamily Housing,Multifamily,100,132.4,7075700.0,1342904.7,489.6,16217.966089617938
15755,M&&L: 1695 Grand Concourse,Bronx,1954,Multifamily Housing,Multifamily,100,112.3,5719499.8,1079081.4,437.7,8870.0
15756,M&&L: 1861 Sedgwick Ave,Bronx,1941,Multifamily Housing,Multifamily,100,83.2,4870540.8,686933.6,316.9,5030.6
15757,M&&L: 2280 Andrews Ave,Bronx,1931,Multifamily Housing,Multifamily,100,92.1,4402294.0,885418.7,336.3,16217.966089617938
15760,Leeds: 309 E 164 St,Bronx,1928,Multifamily Housing,Multifamily,100,127.9,5335675.1,1515990.6,411.8,8444.0
15762,Leeds : 1176 WALTON AVENUE,Bronx,1922,Multifamily Housing,Multifamily,100,113.9,4440114.8,908194.0,312.8,16217.966089617938
15763,M&&L: 1188 Grand Concourse,Bronx,1938,Multifamily Housing,Multifamily,100,85.3,6155565.7,1696612.3,535.1,16217.966089617938
15764,M&&L: 3530 Rochambeau Ave,Bronx,1955,Multifamily Housing,Multifamily,100,87.7,467151.5,887355.5,408.8,4787.0
15773,M Rapaport: 2857 Sedgwick Avenue,Bronx,1927,Multifamily Housing,Multifamily,100,60.3,3895076.7,1090901.1,299.3,21044.6
15774,Leor: 1404 Noble Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,129.0,3355153.3,1252342.3,284.3,16217.966089617938
15780,Leeds : 75 W Mosholu Pkwy N,Bronx,1932,Multifamily Housing,Multifamily,100,119.7,8743139.6,1370269.5,580.4,16217.966089617938
15781,Leor: 2716 Marion Ave,Bronx,1950,Multifamily Housing,Multifamily,100,87.2,4837025.9,1001638.1,341.7,4507.6
15788,Leeds : 1170 WALTON AVENUE,Bronx,1922,Multifamily Housing,Multifamily,100,117.5,4467211.8,979292.5,320.2,16217.966089617938
15789,M Rapaport: 2710 Webb Ave,Bronx,1937,Multifamily Housing,Multifamily,100,82.7,4537356.6,918030.0,318.7,5187.3
15811,Pelican: 2121 CEDAR AVENUE,Bronx,1931,Multifamily Housing,Multifamily,100,104.2,4441931.2,952913.7,316.6,4791.8
15812,Pelican: 2101 CEDAR AVENUE,Bronx,1932,Multifamily Housing,Multifamily,100,68.7,2395921.6,828696.2,197.4,5258.4
15813,Pelican: 1700 Grand Concourse,Bronx,1963,Multifamily Housing,Multifamily,100,123.0,9667869.8,2913106.1,760.2,11738.4
15814,Pelican: 2175 Cedar Ave,Bronx,1940,Multifamily Housing,Multifamily,100,105.3,5841606.8,1219433.7,413.5,6180.7
15815,Pelican: 1981-1995 Sedgwick Avenue,Bronx,1952,Multifamily Housing,Multifamily,100,117.7,12007484.4,3274201.3,915.1,15067.3
15816,Pelican: 939 Woodycrest Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,45.3,2681778.8,2174151.1,326.6,16217.966089617938
15818,Pelican: 930 Sheridan Ave,Bronx,1951,Multifamily Housing,Multifamily,100,128.8,4574721.6,1372235.0,359.2,5643.9
15819,Pelican: 2400 Webb Avenue,Bronx,1963,Multifamily Housing,Multifamily,100,105.7,4306950.4,1366760.9,344.5,6619.7
15822,MILLER: 5 Minerva Place,Bronx,1928,Multifamily Housing,Multifamily,100,95.9,6240280.7,957309.2,412.5,7655.8
15823,Marija Nikgjonaj: 2754 Claflin Ave,Bronx,1962,Multifamily Housing,Multifamily,100,119.0,311690.0,945301.9,324.8,3010.2
15836,Myrador Management: 1155 Gerard Ave,Bronx,1924,Multifamily Housing,Multifamily,100,159.0,6728521.7,960240.2,438.7,16217.966089617938
15848,Moss:  236 Naples Terrace,Bronx,1925,Multifamily Housing,Multifamily,100,118.0,4566746.4,1306069.9,353.2,16217.966089617938
15851,Pelican: 2160 - 2166 Matthews Ave,Bronx,1964,Multifamily Housing,Multifamily,100,90.6,3046349.2,2069570.4,606.4,16217.966089617938
15852,Pelican: 1540 Pelham Parkway South,Bronx,1953,Multifamily Housing,Multifamily,100,66.0,260745.5,1398939.3,270.3,16217.966089617938
15855,St Patricks: 66 Van Cortlandt Park South,Bronx,1989,Senior Care Community,Other,100,180.3,11708359.6,9139169.6,1436.9,11071.3
15856,Pelican: 1135 PELHAM PARKWAY NORTH,Bronx,1955,Multifamily Housing,Multifamily,100,82.5,1517624.8,816638.1,217.2,16217.966089617938
15857,Pelican: 1130 Pelham Parkway South,Bronx,1956,Multifamily Housing,Multifamily,100,43.8,183534.8,744419.7,72.8,16217.966089617938
15861,Pelican: 1770 Grand Concourse,Bronx,1960,Multifamily Housing,Multifamily,100,105.3,2980570.0,2878246.6,647.9,5424.9
15862,Miller: 1451 Overing St,Bronx,1922,Multifamily Housing,Multifamily,100,135.8,4841868.2,658158.7,312.9,9253.6
15863,Miller: 875 Walton Ave,Bronx,1925,Multifamily Housing,Multifamily,100,16.7,5423360.4,1809351.2,441.3,16217.966089617938
15865,Miller: 1564 Taylor Ave,Bronx,1930,Multifamily Housing,Multifamily,100,107.0,3693071.8,755722.4,260.2,6365.7
15881,SHINDA - 1473-1475 Popham Avenue,Bronx,2010,Multifamily Housing,Multifamily,100,140.1,5346518.6,1167230.7,382.8,16217.966089617938
15882,SHINDA - 1660 Andrews Avenue,Bronx,1924,Multifamily Housing,Multifamily,100,129.5,4979236.2,1175250.5,364.0,6984.9
15883,SHINDA - 1705 Andrews Avenue,Bronx,1928,Multifamily Housing,Multifamily,100,140.3,6679439.3,1353668.5,469.4,7781.2
15900,Total: 1010 Sherman Ave,Bronx,1958,Multifamily Housing,Multifamily,100,129.7,258759.4,1519073.6,572.5,16217.966089617938
15901,ROSENBERG: 2527 Valentine Ave,Bronx,1925,Multifamily Housing,Multifamily,100,103.1,24384312.42738699,5425836.0760790175,388.5,7618.5
15904,Prime: 3176 Decatur Ave,Bronx,1960,Multifamily Housing,Multifamily,100,123.5,3837103.1,1164131.6,359.2,2684.8
15909,Prime: 4295 Webster Ave,Bronx,1957,Multifamily Housing,Multifamily,100,142.1,213543.3,989147.8,485.9,3171.0
15911,Theo: 2039 Cruger Ave,Bronx,1935,Multifamily Housing,Multifamily,100,100.9,6355831.2,1039658.9,425.6,4520.4
15917,Prime: 4315 Webster Ave,Bronx,1958,Multifamily Housing,Multifamily,100,136.9,257090.0,902955.4,512.4,2959.9
15918,Rraci: 3055 Decatur Ave,Bronx,1937,Multifamily Housing,Multifamily,100,83.6,24384312.42738699,5425836.0760790175,401.4,2474.9
15919,Rraci:  1144 Pelham Parkway S.,Bronx,1959,Multifamily Housing,Multifamily,100,60.5,24384312.42738699,5425836.0760790175,394.7,16217.966089617938
15920,Rraci: 2039 Blackrock Ave,Bronx,1964,Multifamily Housing,Multifamily,100,90.9,24384312.42738699,5425836.0760790175,570.7,16217.966089617938
15922,ROLE: 15 Marcy Place,Bronx,1928,Multifamily Housing,Multifamily,100,89.9,1512421.2,2273752.7,272.9,16217.966089617938
15923,ROLE: 1684-86 Grand Concourse,Bronx,1923,Multifamily Housing,Multifamily,100,123.7,535163.3,1316200.2,483.2,16217.966089617938
15927,Total: 1015 Grand Concourse,Bronx,1941,Multifamily Housing,Multifamily,100,114.8,398493.7,942186.3,509.1,8281.7
15928,ROLE: 1500 Popham Ave,Bronx,1928,Multifamily Housing,Multifamily,100,77.6,2638740.3,1028355.4,227.2,9791.9
15929,ROLE: 1815 Monroe Ave,Bronx,1936,Multifamily Housing,Multifamily,100,51.5,133470.0,1233282.6,111.5,16974.6
15932,ROSENBERG: 1480 Popham Ave,Bronx,1940,Multifamily Housing,Multifamily,100,133.8,6031549.9,1197729.4,421.8,7400.6
15933,ROLE: 114 West 183rd Street,Bronx,1937,Multifamily Housing,Multifamily,100,89.6,458920.0,1214377.1,528.1,16217.966089617938
15934,ROLE: 1475 Wythe Place,Bronx,1929,Multifamily Housing,Multifamily,100,120.6,507909.1,1482546.6,596.2,16217.966089617938
15935,ROLE: 1930 Anthony Ave,Bronx,1927,Multifamily Housing,Multifamily,100,86.8,388218.2,769976.9,393.0,7274.5
15936,ROLE: 840 Grand Concourse,Bronx,1927,Multifamily Housing,Multifamily,100,128.3,2255815.2,4146165.3,1741.7,16217.966089617938
15938,Total: 715 Fox Street,Bronx,2008,Multifamily Housing,Multifamily,100,90.3,2920406.1,947942.8,235.4,2494.2
15941,ROLE: 1192-96 Nelson Ave,Bronx,1928,Multifamily Housing,Multifamily,100,122.2,493160.6,1059021.8,547.2,16217.966089617938
15942,ROLE: 1860 Grand Concourse,Bronx,1953,Multifamily Housing,Multifamily,100,44.3,477796.7,956299.6,106.4,7587.5
15943,ROLE: 1878 Harrison Ave,Bronx,1925,Multifamily Housing,Multifamily,100,53.7,24384312.42738699,5425836.0760790175,280.4,16217.966089617938
15945,SKYRISE: 631 East 211th Street,Bronx,1935,Multifamily Housing,Multifamily,100,129.3,4112983.2,743843.9,341.9,7833.1
15948,ROLE: 35 East 176th Street,Bronx,1931,Multifamily Housing,Multifamily,100,130.4,390733.3,1594397.8,567.9,16217.966089617938
15950,Triumph: 2700 Henry Hudson Parkway,Bronx,1955,Multifamily Housing,Multifamily,100,71.0,5241209.4,900032.7,354.6,3857.7
15962,Tara: 271 East Kingsbridge Rd,Bronx,1941,Multifamily Housing,Multifamily,100,63.9,1064263.6,1637709.9,195.2,16217.966089617938
15965,VP: 825 Gerard Ave,Bronx,1929,Multifamily Housing,Multifamily,100,129.0,9108933.3,1496037.2,610.5,19064.1
15967,Xhavid Berisha: 2455 Cruger Ave,Bronx,1928,Multifamily Housing,Multifamily,100,105.0,282384.8,787914.0,501.3,3282.2
15968,VP: 835 Walton Ave,Bronx,1926,Multifamily Housing,Multifamily,100,110.0,7141857.8,953104.2,460.1,6935.9
15969,VP: 2842 Grand Concourse,Bronx,1923,Multifamily Housing,Multifamily,100,39.5,448841.9,1075939.2,115.0,16217.966089617938
15971,VP: 1630 Grand Ave,Bronx,1941,Multifamily Housing,Multifamily,100,140.7,5412839.8,1160567.3,454.2,16217.966089617938
15973,VP: 735 E 242nd St,Bronx,1931,Multifamily Housing,Multifamily,100,41.8,328967.9,876270.9,91.7,6917.8
15974,VP: 2829 Sedgwick Avenue,Bronx,1963,Multifamily Housing,Multifamily,100,107.5,713303.3,1935563.7,1029.2,11438.6
15975,YCF: 1212 Grant Ave,Bronx,1936,Multifamily Housing,Multifamily,100,117.4,4188056.3,1446935.4,345.0,16217.966089617938
15976,Verco:  530 East 234th Street,Bronx,1955,Multifamily Housing,Multifamily,100,28.7,438040.0,1159426.5,121.5,16217.966089617938
15978,VP:  2907 Kingsbridge Terr,Bronx,1928,Multifamily Housing,Multifamily,100,127.0,542243.3,1290656.9,781.9,8813.2
15982,VP:  2899 Kingsbridge Terr,Bronx,1928,Multifamily Housing,Multifamily,100,148.3,637093.3,1137021.4,726.0,9612.0
15987,VP: 2910 Wallace Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,116.2,9257914.7,1328088.4,629.8,16217.966089617938
15988,VP: 2911 Barnes Avenue,Bronx,1931,Multifamily Housing,Multifamily,100,111.6,8786896.1,1433791.5,588.1,17465.1
15992,VP: 751 GERARD AVENUE,Bronx,1928,Multifamily Housing,Multifamily,100,113.9,8139157.6,1327354.9,544.7,13090.2
15993,VP: 1014 GERARD AVENUE,Bronx,1929,Multifamily Housing,Multifamily,100,120.5,4918193.8,921038.0,339.2,7875.4
15994,VP: 707 E 242nd St,Bronx,1940,Multifamily Housing,Multifamily,100,49.8,363673.0,958941.7,100.5,16217.966089617938
15996,VP: 315 EAST 196 STREET,Bronx,1941,Multifamily Housing,Multifamily,100,112.3,5475225.9,799425.5,358.5,7464.1
15997,VP: 4064 BRONX BOULEVARD,Bronx,1927,Multifamily Housing,Multifamily,100,166.1,6522085.9,892258.5,422.0,8672.2
15999,VP: 2840 SEDGWICK AVENUE,Bronx,1937,Multifamily Housing,Multifamily,100,127.2,8732257.2,1410208.6,583.2,16217.966089617938
16000,VP: 2675 CRESTON AVENUE,Bronx,1937,Multifamily Housing,Multifamily,100,108.6,4999564.2,781400.4,331.7,16217.966089617938
16001,VP: 666 East 233rd Street,Bronx,1929,Multifamily Housing,Multifamily,100,162.5,7024180.5,1233847.5,477.6,16217.966089617938
16004,VP: 750 GRAND CONCOURSE,Bronx,1937,Multifamily Housing,Multifamily,100,132.6,11908921.1,1652165.4,772.5,16217.966089617938
16005,VP: 1585 WHITE PLAINS ROAD,Bronx,1927,Multifamily Housing,Multifamily,100,131.7,5779476.3,981270.5,390.1,7073.2
16006,VP: 50 E 191st St,Bronx,1942,Multifamily Housing,Multifamily,100,133.1,11162364.1,1776573.3,743.3,16217.966089617938
16007,VP: 4769 WHITE PLAINS ROAD,Bronx,1965,Multifamily Housing,Multifamily,100,52.9,24384312.42738699,1097011.3,92.9,11868.8
16008,VP: 1718 GRAND AVENUE,Bronx,1938,Multifamily Housing,Multifamily,100,162.4,6922903.6,1039391.7,455.7,6577.6
16009,VP: 2165 RYER AVENUE,Bronx,1938,Multifamily Housing,Multifamily,100,154.8,5220509.1,1694819.0,420.8,16217.966089617938
